response_id,survey_id,submission_date,country_code,geo_id,region,collection_method,respondent_age_group,respondent_gender,respondent_displacement_status,language,ingested_at,source_system
R002574,S0019,2024-07-05,UA,G0019,Lviv,KoboToolbox,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002575,S0019,2024-07-05,UA,G0018,Kharkiv,Digital tablet,25-34,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002576,S0019,2024-07-05,UA,G0018,Kharkiv,Digital tablet,55-64,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002577,S0019,2024-07-05,UA,G0020,Odessa,Phone interview,55-64,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002578,S0019,2024-07-05,UA,G0017,Kyiv,Digital tablet,55-64,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002579,S0019,2024-07-05,UA,G0018,Kharkiv,KoboToolbox,65+,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002580,S0019,2024-07-05,UA,G0019,Lviv,KoboToolbox,35-44,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002581,S0019,2024-07-05,UA,G0018,Kharkiv,Phone interview,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002582,S0019,2024-07-05,UA,G0019,Lviv,Phone interview,45-54,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002583,S0019,2024-07-05,UA,G0020,Odessa,Digital tablet,35-44,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002584,S0019,2024-07-05,UA,G0017,Kyiv,KoboToolbox,25-34,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002585,S0019,2024-07-05,UA,G0020,Odessa,Paper,45-54,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002586,S0019,2024-07-05,UA,G0018,Kharkiv,KoboToolbox,65+,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002587,S0019,2024-07-05,UA,G0018,Kharkiv,Phone interview,18-24,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002588,S0019,2024-07-05,UA,G0019,Lviv,Phone interview,45-54,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002589,S0019,2024-07-05,UA,G0019,Lviv,Phone interview,55-64,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002590,S0019,2024-07-05,UA,G0018,Kharkiv,KoboToolbox,25-34,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002591,S0019,2024-07-05,UA,G0017,Kyiv,KoboToolbox,35-44,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002592,S0019,2024-07-05,UA,G0020,Odessa,KoboToolbox,25-34,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002593,S0019,2024-07-05,UA,G0020,Odessa,KoboToolbox,35-44,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002594,S0019,2024-07-05,UA,G0020,Odessa,Paper,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002595,S0019,2024-07-05,UA,G0020,Odessa,Phone interview,25-34,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002596,S0019,2024-07-05,UA,G0019,Lviv,Digital tablet,18-24,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002597,S0019,2024-07-05,UA,G0018,Kharkiv,KoboToolbox,45-54,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002598,S0019,2024-07-05,UA,G0019,Lviv,Phone interview,18-24,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002599,S0019,2024-07-05,UA,G0020,Odessa,Phone interview,65+,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002600,S0019,2024-07-05,UA,G0018,Kharkiv,Digital tablet,35-44,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002601,S0019,2024-07-05,UA,G0019,Lviv,KoboToolbox,45-54,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002602,S0019,2024-07-05,UA,G0020,Odessa,Digital tablet,18-24,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002603,S0019,2024-07-05,UA,G0020,Odessa,KoboToolbox,25-34,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002604,S0019,2024-07-05,UA,G0018,Kharkiv,KoboToolbox,35-44,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002605,S0019,2024-07-05,UA,G0019,Lviv,Digital tablet,55-64,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002606,S0019,2024-07-05,UA,G0018,Kharkiv,Paper,35-44,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002607,S0019,2024-07-05,UA,G0019,Lviv,Digital tablet,35-44,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002608,S0019,2024-07-05,UA,G0019,Lviv,Paper,55-64,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002609,S0019,2024-07-05,UA,G0017,Kyiv,KoboToolbox,35-44,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002610,S0019,2024-07-05,UA,G0020,Odessa,Digital tablet,55-64,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002611,S0019,2024-07-05,UA,G0018,Kharkiv,KoboToolbox,18-24,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002612,S0019,2024-07-05,UA,G0020,Odessa,Paper,18-24,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002613,S0019,2024-07-05,UA,G0017,Kyiv,Paper,45-54,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002614,S0019,2024-07-05,UA,G0017,Kyiv,Paper,25-34,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002615,S0019,2024-07-05,UA,G0019,Lviv,Phone interview,35-44,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002616,S0019,2024-07-05,UA,G0020,Odessa,Digital tablet,45-54,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002617,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,25-34,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002618,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,35-44,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002619,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,18-24,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002620,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,55-64,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002621,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,45-54,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002622,S0020,2024-10-18,UA,G0019,Lviv,Paper,25-34,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002623,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,65+,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002624,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,65+,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002625,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,35-44,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002626,S0020,2024-10-18,UA,G0019,Lviv,Paper,65+,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002627,S0020,2024-10-18,UA,G0020,Odessa,Paper,45-54,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002628,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,45-54,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002629,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,25-34,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002630,S0020,2024-10-18,UA,G0017,Kyiv,KoboToolbox,55-64,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002631,S0020,2024-10-18,UA,G0020,Odessa,Paper,35-44,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002632,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,25-34,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002633,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,25-34,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002634,S0020,2024-10-18,UA,G0020,Odessa,Paper,65+,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002635,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,25-34,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002636,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,18-24,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002637,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,25-34,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002638,S0020,2024-10-18,UA,G0017,Kyiv,Paper,45-54,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002639,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002640,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002641,S0020,2024-10-18,UA,G0020,Odessa,Paper,25-34,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002642,S0020,2024-10-18,UA,G0018,Kharkiv,Phone interview,18-24,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002643,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,35-44,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002644,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,65+,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002645,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002646,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,55-64,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002647,S0020,2024-10-18,UA,G0020,Odessa,Paper,25-34,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002648,S0020,2024-10-18,UA,G0020,Odessa,Paper,25-34,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002649,S0020,2024-10-18,UA,G0019,Lviv,Paper,55-64,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002650,S0020,2024-10-18,UA,G0018,Kharkiv,Phone interview,25-34,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002651,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,25-34,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002652,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,65+,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002653,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,65+,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002654,S0020,2024-10-18,UA,G0019,Lviv,Paper,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002655,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002656,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002657,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,25-34,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002658,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,65+,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002659,S0020,2024-10-18,UA,G0017,Kyiv,KoboToolbox,25-34,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002660,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,18-24,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002661,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,18-24,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002662,S0020,2024-10-18,UA,G0020,Odessa,Paper,25-34,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002663,S0020,2024-10-18,UA,G0020,Odessa,Paper,18-24,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002664,S0020,2024-10-18,UA,G0017,Kyiv,Paper,25-34,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002665,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,18-24,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002666,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,25-34,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002667,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,45-54,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002668,S0020,2024-10-18,UA,G0019,Lviv,Paper,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002669,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,18-24,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002670,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,45-54,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002671,S0020,2024-10-18,UA,G0020,Odessa,Paper,55-64,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002672,S0020,2024-10-18,UA,G0017,Kyiv,Paper,45-54,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002673,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,35-44,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002674,S0020,2024-10-18,UA,G0019,Lviv,Paper,18-24,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002675,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,65+,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002676,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,45-54,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002677,S0020,2024-10-18,UA,G0020,Odessa,Paper,18-24,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002678,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,25-34,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002679,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,45-54,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002680,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002681,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,65+,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002682,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002683,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,55-64,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002684,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,25-34,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002685,S0020,2024-10-18,UA,G0020,Odessa,Paper,65+,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002686,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,65+,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002687,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,18-24,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002688,S0020,2024-10-18,UA,G0017,Kyiv,Paper,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002689,S0020,2024-10-18,UA,G0017,Kyiv,Paper,45-54,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002690,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,18-24,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002691,S0020,2024-10-18,UA,G0019,Lviv,Paper,35-44,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002692,S0020,2024-10-18,UA,G0019,Lviv,Paper,18-24,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002693,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,65+,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002694,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,25-34,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002695,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002696,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,25-34,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002697,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,35-44,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002698,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,45-54,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002699,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,55-64,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002700,S0020,2024-10-18,UA,G0019,Lviv,Paper,55-64,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002701,S0020,2024-10-18,UA,G0020,Odessa,Paper,25-34,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002702,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,25-34,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002703,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002704,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,18-24,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002705,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,25-34,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002706,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,65+,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002707,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,65+,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002708,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002709,S0020,2024-10-18,UA,G0017,Kyiv,Paper,25-34,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002710,S0020,2024-10-18,UA,G0020,Odessa,Paper,55-64,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002711,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,18-24,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002712,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,25-34,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002713,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,65+,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002714,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,18-24,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002715,S0020,2024-10-18,UA,G0020,Odessa,Paper,65+,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002716,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,25-34,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002717,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,25-34,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002718,S0020,2024-10-18,UA,G0017,Kyiv,Paper,55-64,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002719,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,35-44,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002720,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,65+,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002721,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,18-24,Prefer not to say,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002722,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,65+,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002723,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,35-44,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002724,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,65+,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002725,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,35-44,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002726,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,18-24,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002727,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,18-24,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002728,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,25-34,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002729,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,55-64,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002730,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,55-64,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002731,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,65+,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002732,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,18-24,Male,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002733,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,18-24,Female,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002734,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,55-64,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002735,S0020,2024-10-18,UA,G0017,Kyiv,KoboToolbox,55-64,Non-binary,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002736,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,55-64,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002737,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,45-54,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002738,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002739,S0020,2024-10-18,UA,G0018,Kharkiv,Paper,18-24,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002740,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,45-54,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002741,S0020,2024-10-18,UA,G0018,Kharkiv,Phone interview,18-24,Non-binary,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002742,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,45-54,Male,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002743,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,18-24,Female,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002744,S0020,2024-10-18,UA,G0017,Kyiv,KoboToolbox,25-34,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002745,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,25-34,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002746,S0020,2024-10-18,UA,G0019,Lviv,Paper,18-24,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002747,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,35-44,Non-binary,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002748,S0020,2024-10-18,UA,G0017,Kyiv,Digital tablet,35-44,Non-binary,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002749,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,18-24,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002750,S0020,2024-10-18,UA,G0019,Lviv,Digital tablet,45-54,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002751,S0020,2024-10-18,UA,G0019,Lviv,Paper,18-24,Prefer not to say,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002752,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,45-54,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002753,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,45-54,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002754,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,18-24,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002755,S0020,2024-10-18,UA,G0018,Kharkiv,Phone interview,45-54,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002756,S0020,2024-10-18,UA,G0018,Kharkiv,KoboToolbox,18-24,Prefer not to say,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002757,S0020,2024-10-18,UA,G0017,Kyiv,Phone interview,45-54,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002758,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,55-64,Female,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002759,S0020,2024-10-18,UA,G0019,Lviv,KoboToolbox,65+,Prefer not to say,Refugee,English,2026-05-09 17:29:08,KoboToolbox
R002760,S0020,2024-10-18,UA,G0019,Lviv,Paper,18-24,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002761,S0020,2024-10-18,UA,G0019,Lviv,Phone interview,18-24,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002762,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,65+,Non-binary,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002763,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,45-54,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002764,S0020,2024-10-18,UA,G0020,Odessa,KoboToolbox,35-44,Prefer not to say,Host community,English,2026-05-09 17:29:08,KoboToolbox
R002765,S0020,2024-10-18,UA,G0018,Kharkiv,Phone interview,45-54,Female,Not affected,English,2026-05-09 17:29:08,KoboToolbox
R002766,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,25-34,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002767,S0020,2024-10-18,UA,G0018,Kharkiv,Phone interview,25-34,Male,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002768,S0020,2024-10-18,UA,G0020,Odessa,Digital tablet,35-44,Female,Displaced,English,2026-05-09 17:29:08,KoboToolbox
R002769,S0020,2024-10-18,UA,G0018,Kharkiv,Digital tablet,25-34,Male,Returnee,English,2026-05-09 17:29:08,KoboToolbox
R002770,S0020,2024-10-18,UA,G0020,Odessa,Phone interview,55-64,Male,Refugee,English,2026-05-09 17:29:08,KoboToolbox
