score_id,response_id,survey_id,geo_id,dimension_id,submission_date,response_value,normalised_score,weight_applied,is_validated
SC0029290,R002441,S0018,G0018,D010,2024-04-28,2,25.0,1.0,True
SC0029291,R002441,S0018,G0018,D011,2024-04-28,2,25.0,1.0,True
SC0029292,R002441,S0018,G0018,D012,2024-04-28,2,25.0,1.0,True
SC0029293,R002442,S0018,G0017,D001,2024-04-28,4,75.0,1.0,True
SC0029294,R002442,S0018,G0017,D002,2024-04-28,4,75.0,1.0,True
SC0029295,R002442,S0018,G0017,D003,2024-04-28,3,50.0,1.0,True
SC0029296,R002442,S0018,G0017,D004,2024-04-28,3,50.0,1.0,True
SC0029297,R002442,S0018,G0017,D005,2024-04-28,1,0.0,1.0,True
SC0029298,R002442,S0018,G0017,D006,2024-04-28,1,0.0,1.0,True
SC0029299,R002442,S0018,G0017,D007,2024-04-28,3,50.0,1.0,True
SC0029300,R002442,S0018,G0017,D008,2024-04-28,3,50.0,1.0,True
SC0029301,R002442,S0018,G0017,D009,2024-04-28,3,50.0,1.0,True
SC0029302,R002442,S0018,G0017,D010,2024-04-28,1,0.0,1.0,True
SC0029303,R002442,S0018,G0017,D011,2024-04-28,2,25.0,1.0,True
SC0029304,R002442,S0018,G0017,D012,2024-04-28,3,50.0,1.0,True
SC0029305,R002443,S0018,G0020,D001,2024-04-28,5,100.0,1.0,True
SC0029306,R002443,S0018,G0020,D002,2024-04-28,4,75.0,1.0,True
SC0029307,R002443,S0018,G0020,D003,2024-04-28,4,75.0,1.0,True
SC0029308,R002443,S0018,G0020,D004,2024-04-28,3,50.0,1.0,True
SC0029309,R002443,S0018,G0020,D005,2024-04-28,3,50.0,1.0,True
SC0029310,R002443,S0018,G0020,D006,2024-04-28,2,25.0,1.0,True
SC0029311,R002443,S0018,G0020,D007,2024-04-28,4,75.0,1.0,True
SC0029312,R002443,S0018,G0020,D008,2024-04-28,3,50.0,1.0,True
SC0029313,R002443,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029314,R002443,S0018,G0020,D010,2024-04-28,2,25.0,1.0,True
SC0029315,R002443,S0018,G0020,D011,2024-04-28,3,50.0,1.0,True
SC0029316,R002443,S0018,G0020,D012,2024-04-28,2,25.0,1.0,True
SC0029317,R002444,S0018,G0017,D001,2024-04-28,3,50.0,1.0,True
SC0029318,R002444,S0018,G0017,D002,2024-04-28,4,75.0,1.0,True
SC0029319,R002444,S0018,G0017,D003,2024-04-28,2,25.0,1.0,True
SC0029320,R002444,S0018,G0017,D004,2024-04-28,1,0.0,1.0,True
SC0029321,R002444,S0018,G0017,D005,2024-04-28,3,50.0,1.0,True
SC0029322,R002444,S0018,G0017,D006,2024-04-28,4,75.0,1.0,True
SC0029323,R002444,S0018,G0017,D007,2024-04-28,4,75.0,1.0,True
SC0029324,R002444,S0018,G0017,D008,2024-04-28,2,25.0,1.0,True
SC0029325,R002444,S0018,G0017,D009,2024-04-28,2,25.0,1.0,True
SC0029326,R002444,S0018,G0017,D010,2024-04-28,1,0.0,1.0,True
SC0029327,R002444,S0018,G0017,D011,2024-04-28,2,25.0,1.0,True
SC0029328,R002444,S0018,G0017,D012,2024-04-28,3,50.0,1.0,True
SC0029329,R002445,S0018,G0017,D001,2024-04-28,3,50.0,1.0,True
SC0029330,R002445,S0018,G0017,D002,2024-04-28,3,50.0,1.0,True
SC0029331,R002445,S0018,G0017,D003,2024-04-28,3,50.0,1.0,True
SC0029332,R002445,S0018,G0017,D004,2024-04-28,2,25.0,1.0,True
SC0029333,R002445,S0018,G0017,D005,2024-04-28,4,75.0,1.0,True
SC0029334,R002445,S0018,G0017,D006,2024-04-28,2,25.0,1.0,True
SC0029335,R002445,S0018,G0017,D007,2024-04-28,2,25.0,1.0,True
SC0029336,R002445,S0018,G0017,D008,2024-04-28,3,50.0,1.0,True
SC0029337,R002445,S0018,G0017,D009,2024-04-28,4,75.0,1.0,True
SC0029338,R002445,S0018,G0017,D010,2024-04-28,4,75.0,1.0,True
SC0029339,R002445,S0018,G0017,D011,2024-04-28,2,25.0,1.0,True
SC0029340,R002445,S0018,G0017,D012,2024-04-28,3,50.0,1.0,True
SC0029341,R002446,S0018,G0017,D001,2024-04-28,3,50.0,1.0,True
SC0029342,R002446,S0018,G0017,D002,2024-04-28,2,25.0,1.0,True
SC0029343,R002446,S0018,G0017,D003,2024-04-28,2,25.0,1.0,True
SC0029344,R002446,S0018,G0017,D004,2024-04-28,2,25.0,1.0,True
SC0029345,R002446,S0018,G0017,D005,2024-04-28,2,25.0,1.0,True
SC0029346,R002446,S0018,G0017,D006,2024-04-28,3,50.0,1.0,True
SC0029347,R002446,S0018,G0017,D007,2024-04-28,3,50.0,1.0,True
SC0029348,R002446,S0018,G0017,D008,2024-04-28,2,25.0,1.0,True
SC0029349,R002446,S0018,G0017,D009,2024-04-28,1,0.0,1.0,True
SC0029350,R002446,S0018,G0017,D010,2024-04-28,2,25.0,1.0,True
SC0029351,R002446,S0018,G0017,D011,2024-04-28,2,25.0,1.0,True
SC0029352,R002446,S0018,G0017,D012,2024-04-28,2,25.0,1.0,True
SC0029353,R002447,S0018,G0018,D001,2024-04-28,4,75.0,1.0,True
SC0029354,R002447,S0018,G0018,D002,2024-04-28,2,25.0,1.0,True
SC0029355,R002447,S0018,G0018,D003,2024-04-28,4,75.0,1.0,True
SC0029356,R002447,S0018,G0018,D004,2024-04-28,1,0.0,1.0,True
SC0029357,R002447,S0018,G0018,D005,2024-04-28,2,25.0,1.0,True
SC0029358,R002447,S0018,G0018,D006,2024-04-28,3,50.0,1.0,True
SC0029359,R002447,S0018,G0018,D007,2024-04-28,3,50.0,1.0,True
SC0029360,R002447,S0018,G0018,D008,2024-04-28,3,50.0,1.0,True
SC0029361,R002447,S0018,G0018,D009,2024-04-28,4,75.0,1.0,True
SC0029362,R002447,S0018,G0018,D010,2024-04-28,3,50.0,1.0,True
SC0029363,R002447,S0018,G0018,D011,2024-04-28,2,25.0,1.0,True
SC0029364,R002447,S0018,G0018,D012,2024-04-28,3,50.0,1.0,True
SC0029365,R002448,S0018,G0017,D001,2024-04-28,3,50.0,1.0,True
SC0029366,R002448,S0018,G0017,D002,2024-04-28,2,25.0,1.0,True
SC0029367,R002448,S0018,G0017,D003,2024-04-28,4,75.0,1.0,True
SC0029368,R002448,S0018,G0017,D004,2024-04-28,2,25.0,1.0,True
SC0029369,R002448,S0018,G0017,D005,2024-04-28,3,50.0,1.0,True
SC0029370,R002448,S0018,G0017,D006,2024-04-28,1,0.0,1.0,True
SC0029371,R002448,S0018,G0017,D007,2024-04-28,3,50.0,1.0,True
SC0029372,R002448,S0018,G0017,D008,2024-04-28,2,25.0,1.0,True
SC0029373,R002448,S0018,G0017,D009,2024-04-28,3,50.0,1.0,True
SC0029374,R002448,S0018,G0017,D010,2024-04-28,1,0.0,1.0,True
SC0029375,R002448,S0018,G0017,D011,2024-04-28,3,50.0,1.0,True
SC0029376,R002448,S0018,G0017,D012,2024-04-28,3,50.0,1.0,True
SC0029377,R002449,S0018,G0020,D001,2024-04-28,4,75.0,1.0,True
SC0029378,R002449,S0018,G0020,D002,2024-04-28,3,50.0,1.0,True
SC0029379,R002449,S0018,G0020,D003,2024-04-28,4,75.0,1.0,True
SC0029380,R002449,S0018,G0020,D004,2024-04-28,2,25.0,1.0,True
SC0029381,R002449,S0018,G0020,D005,2024-04-28,2,25.0,1.0,True
SC0029382,R002449,S0018,G0020,D006,2024-04-28,4,75.0,1.0,True
SC0029383,R002449,S0018,G0020,D007,2024-04-28,2,25.0,1.0,True
SC0029384,R002449,S0018,G0020,D008,2024-04-28,4,75.0,1.0,True
SC0029385,R002449,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029386,R002449,S0018,G0020,D010,2024-04-28,2,25.0,1.0,True
SC0029387,R002449,S0018,G0020,D011,2024-04-28,1,0.0,1.0,True
SC0029388,R002449,S0018,G0020,D012,2024-04-28,2,25.0,1.0,True
SC0029389,R002450,S0018,G0017,D001,2024-04-28,4,75.0,1.0,True
SC0029390,R002450,S0018,G0017,D002,2024-04-28,4,75.0,1.0,True
SC0029391,R002450,S0018,G0017,D003,2024-04-28,3,50.0,1.0,True
SC0029392,R002450,S0018,G0017,D004,2024-04-28,3,50.0,1.0,True
SC0029393,R002450,S0018,G0017,D005,2024-04-28,3,50.0,1.0,True
SC0029394,R002450,S0018,G0017,D006,2024-04-28,2,25.0,1.0,True
SC0029395,R002450,S0018,G0017,D007,2024-04-28,4,75.0,1.0,True
SC0029396,R002450,S0018,G0017,D008,2024-04-28,3,50.0,1.0,True
SC0029397,R002450,S0018,G0017,D009,2024-04-28,3,50.0,1.0,True
SC0029398,R002450,S0018,G0017,D010,2024-04-28,2,25.0,1.0,True
SC0029399,R002450,S0018,G0017,D011,2024-04-28,2,25.0,1.0,True
SC0029400,R002450,S0018,G0017,D012,2024-04-28,1,0.0,1.0,True
SC0029401,R002451,S0018,G0020,D001,2024-04-28,4,75.0,1.0,True
SC0029402,R002451,S0018,G0020,D002,2024-04-28,3,50.0,1.0,True
SC0029403,R002451,S0018,G0020,D003,2024-04-28,2,25.0,1.0,True
SC0029404,R002451,S0018,G0020,D004,2024-04-28,1,0.0,1.0,True
SC0029405,R002451,S0018,G0020,D005,2024-04-28,2,25.0,1.0,True
SC0029406,R002451,S0018,G0020,D006,2024-04-28,2,25.0,1.0,True
SC0029407,R002451,S0018,G0020,D007,2024-04-28,2,25.0,1.0,True
SC0029408,R002451,S0018,G0020,D008,2024-04-28,3,50.0,1.0,True
SC0029409,R002451,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029410,R002451,S0018,G0020,D010,2024-04-28,1,0.0,1.0,True
SC0029411,R002451,S0018,G0020,D011,2024-04-28,1,0.0,1.0,True
SC0029412,R002451,S0018,G0020,D012,2024-04-28,1,0.0,1.0,True
SC0029413,R002452,S0018,G0017,D001,2024-04-28,4,75.0,1.0,True
SC0029414,R002452,S0018,G0017,D002,2024-04-28,4,75.0,1.0,True
SC0029415,R002452,S0018,G0017,D003,2024-04-28,2,25.0,1.0,True
SC0029416,R002452,S0018,G0017,D004,2024-04-28,1,0.0,1.0,True
SC0029417,R002452,S0018,G0017,D005,2024-04-28,3,50.0,1.0,True
SC0029418,R002452,S0018,G0017,D006,2024-04-28,2,25.0,1.0,True
SC0029419,R002452,S0018,G0017,D007,2024-04-28,3,50.0,1.0,True
SC0029420,R002452,S0018,G0017,D008,2024-04-28,3,50.0,1.0,True
SC0029421,R002452,S0018,G0017,D009,2024-04-28,3,50.0,1.0,True
SC0029422,R002452,S0018,G0017,D010,2024-04-28,2,25.0,1.0,True
SC0029423,R002452,S0018,G0017,D011,2024-04-28,3,50.0,1.0,True
SC0029424,R002452,S0018,G0017,D012,2024-04-28,3,50.0,1.0,True
SC0029425,R002453,S0018,G0017,D001,2024-04-28,2,25.0,1.0,True
SC0029426,R002453,S0018,G0017,D002,2024-04-28,3,50.0,1.0,True
SC0029427,R002453,S0018,G0017,D003,2024-04-28,2,25.0,1.0,True
SC0029428,R002453,S0018,G0017,D004,2024-04-28,4,75.0,1.0,True
SC0029429,R002453,S0018,G0017,D005,2024-04-28,1,0.0,1.0,True
SC0029430,R002453,S0018,G0017,D006,2024-04-28,3,50.0,1.0,True
SC0029431,R002453,S0018,G0017,D007,2024-04-28,1,0.0,1.0,True
SC0029432,R002453,S0018,G0017,D008,2024-04-28,4,75.0,1.0,True
SC0029433,R002453,S0018,G0017,D009,2024-04-28,2,25.0,1.0,True
SC0029434,R002453,S0018,G0017,D010,2024-04-28,3,50.0,1.0,True
SC0029435,R002453,S0018,G0017,D011,2024-04-28,1,0.0,1.0,True
SC0029436,R002453,S0018,G0017,D012,2024-04-28,1,0.0,1.0,True
SC0029437,R002454,S0018,G0018,D001,2024-04-28,4,75.0,1.0,True
SC0029438,R002454,S0018,G0018,D002,2024-04-28,4,75.0,1.0,True
SC0029439,R002454,S0018,G0018,D003,2024-04-28,3,50.0,1.0,True
SC0029440,R002454,S0018,G0018,D004,2024-04-28,3,50.0,1.0,True
SC0029441,R002454,S0018,G0018,D005,2024-04-28,3,50.0,1.0,True
SC0029442,R002454,S0018,G0018,D006,2024-04-28,2,25.0,1.0,True
SC0029443,R002454,S0018,G0018,D007,2024-04-28,2,25.0,1.0,True
SC0029444,R002454,S0018,G0018,D008,2024-04-28,3,50.0,1.0,True
SC0029445,R002454,S0018,G0018,D009,2024-04-28,2,25.0,1.0,True
SC0029446,R002454,S0018,G0018,D010,2024-04-28,3,50.0,1.0,True
SC0029447,R002454,S0018,G0018,D011,2024-04-28,3,50.0,1.0,True
SC0029448,R002454,S0018,G0018,D012,2024-04-28,2,25.0,1.0,True
SC0029449,R002455,S0018,G0020,D001,2024-04-28,3,50.0,1.0,True
SC0029450,R002455,S0018,G0020,D002,2024-04-28,3,50.0,1.0,True
SC0029451,R002455,S0018,G0020,D003,2024-04-28,3,50.0,1.0,True
SC0029452,R002455,S0018,G0020,D004,2024-04-28,2,25.0,1.0,True
SC0029453,R002455,S0018,G0020,D005,2024-04-28,3,50.0,1.0,True
SC0029454,R002455,S0018,G0020,D006,2024-04-28,3,50.0,1.0,True
SC0029455,R002455,S0018,G0020,D007,2024-04-28,3,50.0,1.0,True
SC0029456,R002455,S0018,G0020,D008,2024-04-28,4,75.0,1.0,True
SC0029457,R002455,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029458,R002455,S0018,G0020,D010,2024-04-28,2,25.0,1.0,True
SC0029459,R002455,S0018,G0020,D011,2024-04-28,2,25.0,1.0,True
SC0029460,R002455,S0018,G0020,D012,2024-04-28,3,50.0,1.0,True
SC0029461,R002456,S0018,G0020,D001,2024-04-28,3,50.0,1.0,True
SC0029462,R002456,S0018,G0020,D002,2024-04-28,4,75.0,1.0,True
SC0029463,R002456,S0018,G0020,D003,2024-04-28,1,0.0,1.0,True
SC0029464,R002456,S0018,G0020,D004,2024-04-28,3,50.0,1.0,True
SC0029465,R002456,S0018,G0020,D005,2024-04-28,2,25.0,1.0,True
SC0029466,R002456,S0018,G0020,D006,2024-04-28,2,25.0,1.0,True
SC0029467,R002456,S0018,G0020,D007,2024-04-28,2,25.0,1.0,True
SC0029468,R002456,S0018,G0020,D008,2024-04-28,4,75.0,1.0,True
SC0029469,R002456,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029470,R002456,S0018,G0020,D010,2024-04-28,1,0.0,1.0,True
SC0029471,R002456,S0018,G0020,D011,2024-04-28,3,50.0,1.0,True
SC0029472,R002456,S0018,G0020,D012,2024-04-28,3,50.0,1.0,True
SC0029473,R002457,S0018,G0019,D001,2024-04-28,3,50.0,1.0,True
SC0029474,R002457,S0018,G0019,D002,2024-04-28,4,75.0,1.0,True
SC0029475,R002457,S0018,G0019,D003,2024-04-28,3,50.0,1.0,True
SC0029476,R002457,S0018,G0019,D004,2024-04-28,1,0.0,1.0,True
SC0029477,R002457,S0018,G0019,D005,2024-04-28,3,50.0,1.0,True
SC0029478,R002457,S0018,G0019,D006,2024-04-28,3,50.0,1.0,True
SC0029479,R002457,S0018,G0019,D007,2024-04-28,3,50.0,1.0,True
SC0029480,R002457,S0018,G0019,D008,2024-04-28,4,75.0,1.0,True
SC0029481,R002457,S0018,G0019,D009,2024-04-28,1,0.0,1.0,True
SC0029482,R002457,S0018,G0019,D010,2024-04-28,2,25.0,1.0,True
SC0029483,R002457,S0018,G0019,D011,2024-04-28,2,25.0,1.0,True
SC0029484,R002457,S0018,G0019,D012,2024-04-28,1,0.0,1.0,True
SC0029485,R002458,S0018,G0019,D001,2024-04-28,3,50.0,1.0,True
SC0029486,R002458,S0018,G0019,D002,2024-04-28,3,50.0,1.0,True
SC0029487,R002458,S0018,G0019,D003,2024-04-28,3,50.0,1.0,True
SC0029488,R002458,S0018,G0019,D004,2024-04-28,2,25.0,1.0,True
SC0029489,R002458,S0018,G0019,D005,2024-04-28,2,25.0,1.0,True
SC0029490,R002458,S0018,G0019,D006,2024-04-28,3,50.0,1.0,True
SC0029491,R002458,S0018,G0019,D007,2024-04-28,3,50.0,1.0,True
SC0029492,R002458,S0018,G0019,D008,2024-04-28,2,25.0,1.0,True
SC0029493,R002458,S0018,G0019,D009,2024-04-28,2,25.0,1.0,True
SC0029494,R002458,S0018,G0019,D010,2024-04-28,1,0.0,1.0,True
SC0029495,R002458,S0018,G0019,D011,2024-04-28,2,25.0,1.0,True
SC0029496,R002458,S0018,G0019,D012,2024-04-28,1,0.0,1.0,True
SC0029497,R002459,S0018,G0019,D001,2024-04-28,4,75.0,1.0,True
SC0029498,R002459,S0018,G0019,D002,2024-04-28,2,25.0,1.0,True
SC0029499,R002459,S0018,G0019,D003,2024-04-28,4,75.0,1.0,True
SC0029500,R002459,S0018,G0019,D004,2024-04-28,4,75.0,1.0,True
SC0029501,R002459,S0018,G0019,D005,2024-04-28,3,50.0,1.0,True
SC0029502,R002459,S0018,G0019,D006,2024-04-28,2,25.0,1.0,True
SC0029503,R002459,S0018,G0019,D007,2024-04-28,2,25.0,1.0,True
SC0029504,R002459,S0018,G0019,D008,2024-04-28,2,25.0,1.0,True
SC0029505,R002459,S0018,G0019,D009,2024-04-28,4,75.0,1.0,True
SC0029506,R002459,S0018,G0019,D010,2024-04-28,3,50.0,1.0,True
SC0029507,R002459,S0018,G0019,D011,2024-04-28,2,25.0,1.0,True
SC0029508,R002459,S0018,G0019,D012,2024-04-28,3,50.0,1.0,True
SC0029509,R002460,S0018,G0017,D001,2024-04-28,3,50.0,1.0,True
SC0029510,R002460,S0018,G0017,D002,2024-04-28,3,50.0,1.0,True
SC0029511,R002460,S0018,G0017,D003,2024-04-28,3,50.0,1.0,True
SC0029512,R002460,S0018,G0017,D004,2024-04-28,2,25.0,1.0,True
SC0029513,R002460,S0018,G0017,D005,2024-04-28,2,25.0,1.0,True
SC0029514,R002460,S0018,G0017,D006,2024-04-28,2,25.0,1.0,True
SC0029515,R002460,S0018,G0017,D007,2024-04-28,3,50.0,1.0,True
SC0029516,R002460,S0018,G0017,D008,2024-04-28,2,25.0,1.0,True
SC0029517,R002460,S0018,G0017,D009,2024-04-28,3,50.0,1.0,True
SC0029518,R002460,S0018,G0017,D010,2024-04-28,2,25.0,1.0,True
SC0029519,R002460,S0018,G0017,D011,2024-04-28,2,25.0,1.0,True
SC0029520,R002460,S0018,G0017,D012,2024-04-28,2,25.0,1.0,True
SC0029521,R002461,S0018,G0018,D001,2024-04-28,1,0.0,1.0,True
SC0029522,R002461,S0018,G0018,D002,2024-04-28,2,25.0,1.0,True
SC0029523,R002461,S0018,G0018,D003,2024-04-28,2,25.0,1.0,True
SC0029524,R002461,S0018,G0018,D004,2024-04-28,2,25.0,1.0,True
SC0029525,R002461,S0018,G0018,D005,2024-04-28,1,0.0,1.0,True
SC0029526,R002461,S0018,G0018,D006,2024-04-28,3,50.0,1.0,True
SC0029527,R002461,S0018,G0018,D007,2024-04-28,4,75.0,1.0,True
SC0029528,R002461,S0018,G0018,D008,2024-04-28,3,50.0,1.0,True
SC0029529,R002461,S0018,G0018,D009,2024-04-28,3,50.0,1.0,True
SC0029530,R002461,S0018,G0018,D010,2024-04-28,2,25.0,1.0,True
SC0029531,R002461,S0018,G0018,D011,2024-04-28,1,0.0,1.0,True
SC0029532,R002461,S0018,G0018,D012,2024-04-28,2,25.0,1.0,True
SC0029533,R002462,S0018,G0020,D001,2024-04-28,3,50.0,1.0,True
SC0029534,R002462,S0018,G0020,D002,2024-04-28,2,25.0,1.0,True
SC0029535,R002462,S0018,G0020,D003,2024-04-28,2,25.0,1.0,True
SC0029536,R002462,S0018,G0020,D004,2024-04-28,2,25.0,1.0,True
SC0029537,R002462,S0018,G0020,D005,2024-04-28,5,100.0,1.0,True
SC0029538,R002462,S0018,G0020,D006,2024-04-28,3,50.0,1.0,True
SC0029539,R002462,S0018,G0020,D007,2024-04-28,1,0.0,1.0,True
SC0029540,R002462,S0018,G0020,D008,2024-04-28,1,0.0,1.0,True
SC0029541,R002462,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029542,R002462,S0018,G0020,D010,2024-04-28,4,75.0,1.0,True
SC0029543,R002462,S0018,G0020,D011,2024-04-28,2,25.0,1.0,True
SC0029544,R002462,S0018,G0020,D012,2024-04-28,2,25.0,1.0,True
SC0029545,R002463,S0018,G0019,D001,2024-04-28,3,50.0,1.0,True
SC0029546,R002463,S0018,G0019,D002,2024-04-28,2,25.0,1.0,True
SC0029547,R002463,S0018,G0019,D003,2024-04-28,1,0.0,1.0,True
SC0029548,R002463,S0018,G0019,D004,2024-04-28,3,50.0,1.0,True
SC0029549,R002463,S0018,G0019,D005,2024-04-28,2,25.0,1.0,True
SC0029550,R002463,S0018,G0019,D006,2024-04-28,3,50.0,1.0,True
SC0029551,R002463,S0018,G0019,D007,2024-04-28,2,25.0,1.0,True
SC0029552,R002463,S0018,G0019,D008,2024-04-28,3,50.0,1.0,True
SC0029553,R002463,S0018,G0019,D009,2024-04-28,3,50.0,1.0,True
SC0029554,R002463,S0018,G0019,D010,2024-04-28,3,50.0,1.0,True
SC0029555,R002463,S0018,G0019,D011,2024-04-28,3,50.0,1.0,True
SC0029556,R002463,S0018,G0019,D012,2024-04-28,3,50.0,1.0,True
SC0029557,R002464,S0018,G0020,D001,2024-04-28,3,50.0,1.0,True
SC0029558,R002464,S0018,G0020,D002,2024-04-28,3,50.0,1.0,True
SC0029559,R002464,S0018,G0020,D003,2024-04-28,2,25.0,1.0,True
SC0029560,R002464,S0018,G0020,D004,2024-04-28,1,0.0,1.0,True
SC0029561,R002464,S0018,G0020,D005,2024-04-28,1,0.0,1.0,True
SC0029562,R002464,S0018,G0020,D006,2024-04-28,3,50.0,1.0,True
SC0029563,R002464,S0018,G0020,D007,2024-04-28,2,25.0,1.0,True
SC0029564,R002464,S0018,G0020,D008,2024-04-28,3,50.0,1.0,True
SC0029565,R002464,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029566,R002464,S0018,G0020,D010,2024-04-28,2,25.0,1.0,True
SC0029567,R002464,S0018,G0020,D011,2024-04-28,2,25.0,1.0,True
SC0029568,R002464,S0018,G0020,D012,2024-04-28,2,25.0,1.0,True
SC0029569,R002465,S0018,G0019,D001,2024-04-28,2,25.0,1.0,True
SC0029570,R002465,S0018,G0019,D002,2024-04-28,4,75.0,1.0,True
SC0029571,R002465,S0018,G0019,D003,2024-04-28,5,100.0,1.0,True
SC0029572,R002465,S0018,G0019,D004,2024-04-28,3,50.0,1.0,True
SC0029573,R002465,S0018,G0019,D005,2024-04-28,2,25.0,1.0,True
SC0029574,R002465,S0018,G0019,D006,2024-04-28,3,50.0,1.0,True
SC0029575,R002465,S0018,G0019,D007,2024-04-28,4,75.0,1.0,True
SC0029576,R002465,S0018,G0019,D008,2024-04-28,2,25.0,1.0,True
SC0029577,R002465,S0018,G0019,D009,2024-04-28,4,75.0,1.0,True
SC0029578,R002465,S0018,G0019,D010,2024-04-28,3,50.0,1.0,True
SC0029579,R002465,S0018,G0019,D011,2024-04-28,3,50.0,1.0,True
SC0029580,R002465,S0018,G0019,D012,2024-04-28,3,50.0,1.0,True
SC0029581,R002466,S0018,G0020,D001,2024-04-28,3,50.0,1.0,True
SC0029582,R002466,S0018,G0020,D002,2024-04-28,4,75.0,1.0,True
SC0029583,R002466,S0018,G0020,D003,2024-04-28,3,50.0,1.0,True
SC0029584,R002466,S0018,G0020,D004,2024-04-28,2,25.0,1.0,True
SC0029585,R002466,S0018,G0020,D005,2024-04-28,3,50.0,1.0,True
SC0029586,R002466,S0018,G0020,D006,2024-04-28,3,50.0,1.0,True
SC0029587,R002466,S0018,G0020,D007,2024-04-28,3,50.0,1.0,True
SC0029588,R002466,S0018,G0020,D008,2024-04-28,3,50.0,1.0,True
SC0029589,R002466,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029590,R002466,S0018,G0020,D010,2024-04-28,2,25.0,1.0,True
SC0029591,R002466,S0018,G0020,D011,2024-04-28,2,25.0,1.0,True
SC0029592,R002466,S0018,G0020,D012,2024-04-28,1,0.0,1.0,True
SC0029593,R002467,S0018,G0020,D001,2024-04-28,4,75.0,1.0,True
SC0029594,R002467,S0018,G0020,D002,2024-04-28,3,50.0,1.0,True
SC0029595,R002467,S0018,G0020,D003,2024-04-28,1,0.0,1.0,True
SC0029596,R002467,S0018,G0020,D004,2024-04-28,3,50.0,1.0,True
SC0029597,R002467,S0018,G0020,D005,2024-04-28,3,50.0,1.0,True
SC0029598,R002467,S0018,G0020,D006,2024-04-28,1,0.0,1.0,True
SC0029599,R002467,S0018,G0020,D007,2024-04-28,2,25.0,1.0,True
SC0029600,R002467,S0018,G0020,D008,2024-04-28,2,25.0,1.0,True
SC0029601,R002467,S0018,G0020,D009,2024-04-28,2,25.0,1.0,True
SC0029602,R002467,S0018,G0020,D010,2024-04-28,3,50.0,1.0,True
SC0029603,R002467,S0018,G0020,D011,2024-04-28,2,25.0,1.0,True
SC0029604,R002467,S0018,G0020,D012,2024-04-28,2,25.0,1.0,True
SC0029605,R002468,S0018,G0019,D001,2024-04-28,4,75.0,1.0,True
SC0029606,R002468,S0018,G0019,D002,2024-04-28,3,50.0,1.0,True
SC0029607,R002468,S0018,G0019,D003,2024-04-28,1,0.0,1.0,True
SC0029608,R002468,S0018,G0019,D004,2024-04-28,2,25.0,1.0,True
SC0029609,R002468,S0018,G0019,D005,2024-04-28,3,50.0,1.0,True
SC0029610,R002468,S0018,G0019,D006,2024-04-28,2,25.0,1.0,True
SC0029611,R002468,S0018,G0019,D007,2024-04-28,4,75.0,1.0,True
SC0029612,R002468,S0018,G0019,D008,2024-04-28,3,50.0,1.0,True
SC0029613,R002468,S0018,G0019,D009,2024-04-28,2,25.0,1.0,True
SC0029614,R002468,S0018,G0019,D010,2024-04-28,2,25.0,1.0,True
SC0029615,R002468,S0018,G0019,D011,2024-04-28,3,50.0,1.0,True
SC0029616,R002468,S0018,G0019,D012,2024-04-28,2,25.0,1.0,True
SC0029617,R002469,S0018,G0020,D001,2024-04-28,3,50.0,1.0,True
SC0029618,R002469,S0018,G0020,D002,2024-04-28,2,25.0,1.0,True
SC0029619,R002469,S0018,G0020,D003,2024-04-28,3,50.0,1.0,True
SC0029620,R002469,S0018,G0020,D004,2024-04-28,2,25.0,1.0,True
SC0029621,R002469,S0018,G0020,D005,2024-04-28,2,25.0,1.0,True
SC0029622,R002469,S0018,G0020,D006,2024-04-28,2,25.0,1.0,True
SC0029623,R002469,S0018,G0020,D007,2024-04-28,4,75.0,1.0,True
SC0029624,R002469,S0018,G0020,D008,2024-04-28,2,25.0,1.0,True
SC0029625,R002469,S0018,G0020,D009,2024-04-28,3,50.0,1.0,True
SC0029626,R002469,S0018,G0020,D010,2024-04-28,2,25.0,1.0,True
SC0029627,R002469,S0018,G0020,D011,2024-04-28,4,75.0,1.0,True
SC0029628,R002469,S0018,G0020,D012,2024-04-28,3,50.0,1.0,True
SC0029629,R002470,S0018,G0018,D001,2024-04-28,3,50.0,1.0,True
SC0029630,R002470,S0018,G0018,D002,2024-04-28,2,25.0,1.0,True
SC0029631,R002470,S0018,G0018,D003,2024-04-28,2,25.0,1.0,True
SC0029632,R002470,S0018,G0018,D004,2024-04-28,3,50.0,1.0,True
SC0029633,R002470,S0018,G0018,D005,2024-04-28,1,0.0,1.0,True
SC0029634,R002470,S0018,G0018,D006,2024-04-28,2,25.0,1.0,True
SC0029635,R002470,S0018,G0018,D007,2024-04-28,2,25.0,1.0,True
SC0029636,R002470,S0018,G0018,D008,2024-04-28,2,25.0,1.0,True
SC0029637,R002470,S0018,G0018,D009,2024-04-28,4,75.0,1.0,True
