qualitative_id,response_id,survey_id,geo_id,submission_date,free_text_response,language,sentiment_score,sentiment_label,theme_code,theme_label,nlp_confidence_score,human_validated,rumour_flag,ingested_at
Q000873,R002213,S0016,G0013,2024-10-14,The Red Cross team was very helpful and respectful to our community,English,0.497,positive,COMMUNICATION_QUALITY,Communication quality,0.98,False,False,2026-05-09 17:29:07
Q000874,R002214,S0016,G0015,2024-10-14,We have heard mixed things about the organisation,English,-0.044,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.761,True,False,2026-05-09 17:29:07
Q000875,R002215,S0016,G0016,2024-10-14,Some families were excluded without explanation,English,-0.795,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.964,True,False,2026-05-09 17:29:07
Q000876,R002218,S0016,G0014,2024-10-14,We received some help but not everything we needed,English,0.061,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.923,False,False,2026-05-09 17:29:07
Q000877,R002225,S0016,G0015,2024-10-14,We have heard mixed things about the organisation,English,-0.119,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.793,True,False,2026-05-09 17:29:07
Q000878,R002227,S0016,G0014,2024-10-14,We trust them somewhat but have had issues in the past,English,-0.094,neutral,COMMUNICATION_QUALITY,Communication quality,0.972,True,False,2026-05-09 17:29:07
Q000879,R002229,S0016,G0013,2024-10-14,The team visited but we are not sure what happens next,English,-0.09,neutral,COMMUNICATION_QUALITY,Communication quality,0.781,False,False,2026-05-09 17:29:07
Q000880,R002230,S0016,G0016,2024-10-14,Staff communicated clearly about what aid was available,English,0.652,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.831,True,False,2026-05-09 17:29:07
Q000881,R002235,S0016,G0013,2024-10-14,We received some help but not everything we needed,English,0.23,neutral,COMMUNICATION_QUALITY,Communication quality,0.89,True,False,2026-05-09 17:29:07
Q000882,R002241,S0016,G0014,2024-10-14,The volunteers were trained and professional,English,0.845,positive,COMMUNICATION_QUALITY,Communication quality,0.822,True,False,2026-05-09 17:29:07
Q000883,R002243,S0016,G0014,2024-10-14,We felt our community was not prioritised compared to others,English,-0.866,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.781,True,False,2026-05-09 17:29:08
Q000884,R002244,S0016,G0016,2024-10-14,They listened to our needs and responded accordingly,English,0.85,positive,AID_DISTRIBUTION,Aid distribution,0.971,False,False,2026-05-09 17:29:08
Q000885,R002248,S0016,G0016,2024-10-14,Staff communicated clearly about what aid was available,English,0.804,positive,COMMUNICATION_QUALITY,Communication quality,0.977,True,False,2026-05-09 17:29:08
Q000886,R002249,S0016,G0015,2024-10-14,We received some help but not everything we needed,English,0.204,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.769,False,False,2026-05-09 17:29:08
Q000887,R002250,S0016,G0016,2024-10-14,We felt our community was not prioritised compared to others,English,-0.267,negative,ACCESS_TO_SERVICES,Access to services,0.912,False,False,2026-05-09 17:29:08
Q000888,R002252,S0017,G0020,2024-01-03,The response was okay but could have been faster,English,0.188,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.981,True,False,2026-05-09 17:29:08
Q000889,R002253,S0017,G0020,2024-01-03,The Red Cross team was very helpful and respectful to our community,English,0.675,positive,STAFF_BEHAVIOUR,Staff behaviour,0.887,False,False,2026-05-09 17:29:08
Q000890,R002254,S0017,G0017,2024-01-03,Some people got assistance but others did not,English,0.088,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.823,False,False,2026-05-09 17:29:08
Q000891,R002257,S0017,G0019,2024-01-03,Communication was poor and we did not know who to contact,English,-0.479,negative,ACCESS_TO_SERVICES,Access to services,0.797,True,False,2026-05-09 17:29:08
Q000892,R002258,S0017,G0020,2024-01-03,We have heard mixed things about the organisation,English,0.083,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.908,False,False,2026-05-09 17:29:08
Q000893,R002260,S0017,G0017,2024-01-03,Distribution was fair and transparent,English,0.811,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.772,False,False,2026-05-09 17:29:08
Q000894,R002262,S0017,G0018,2024-01-03,The process was not transparent and we could not ask questions,English,-0.961,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.797,True,False,2026-05-09 17:29:08
Q000895,R002265,S0017,G0020,2024-01-03,We trust them somewhat but have had issues in the past,English,0.214,neutral,RESPONSE_SPEED,Response speed,0.946,False,False,2026-05-09 17:29:08
Q000896,R002268,S0017,G0018,2024-01-03,We heard the aid was being sold rather than distributed,English,-0.904,negative,RESPONSE_SPEED,Response speed,0.895,True,True,2026-05-09 17:29:08
Q000897,R002272,S0017,G0017,2024-01-03,The response was okay but could have been faster,English,-0.024,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.968,True,False,2026-05-09 17:29:08
Q000898,R002276,S0017,G0017,2024-01-03,They kept us informed throughout the process,English,0.332,positive,AID_DISTRIBUTION,Aid distribution,0.843,False,False,2026-05-09 17:29:08
Q000899,R002277,S0017,G0017,2024-01-03,The response came too late after the emergency,English,-0.683,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.905,True,False,2026-05-09 17:29:08
Q000900,R002283,S0017,G0018,2024-01-03,Distribution was fair and transparent,English,0.448,positive,STAFF_BEHAVIOUR,Staff behaviour,0.966,True,False,2026-05-09 17:29:08
Q000901,R002284,S0017,G0020,2024-01-03,They kept us informed throughout the process,English,0.493,positive,AID_DISTRIBUTION,Aid distribution,0.752,False,False,2026-05-09 17:29:08
Q000902,R002285,S0017,G0018,2024-01-03,We heard the aid was being sold rather than distributed,English,-0.38,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.846,True,True,2026-05-09 17:29:08
Q000903,R002286,S0017,G0019,2024-01-03,The volunteers were trained and professional,English,0.854,positive,STAFF_BEHAVIOUR,Staff behaviour,0.837,False,False,2026-05-09 17:29:08
Q000904,R002287,S0017,G0017,2024-01-03,Some people got assistance but others did not,English,-0.164,neutral,ACCESS_TO_SERVICES,Access to services,0.934,False,False,2026-05-09 17:29:08
Q000905,R002289,S0017,G0017,2024-01-03,There were rumours that staff were taking goods for themselves,English,-0.356,negative,RESPONSE_SPEED,Response speed,0.865,True,True,2026-05-09 17:29:08
Q000906,R002291,S0017,G0017,2024-01-03,The response came too late after the emergency,English,-0.754,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.887,False,False,2026-05-09 17:29:08
Q000907,R002292,S0017,G0020,2024-01-03,We have heard mixed things about the organisation,English,-0.092,neutral,COMMUNICATION_QUALITY,Communication quality,0.852,False,False,2026-05-09 17:29:08
Q000908,R002296,S0017,G0019,2024-01-03,Distribution was fair and transparent,English,0.427,positive,STAFF_BEHAVIOUR,Staff behaviour,0.785,True,False,2026-05-09 17:29:08
Q000909,R002303,S0017,G0017,2024-01-03,They listened to our needs and responded accordingly,English,0.326,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.984,False,False,2026-05-09 17:29:08
Q000910,R002305,S0017,G0019,2024-01-03,Distribution was fair and transparent,English,0.715,positive,STAFF_BEHAVIOUR,Staff behaviour,0.793,False,False,2026-05-09 17:29:08
Q000911,R002311,S0017,G0019,2024-01-03,Some people got assistance but others did not,English,-0.062,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.818,False,False,2026-05-09 17:29:08
Q000912,R002312,S0017,G0020,2024-01-03,We felt our community was not prioritised compared to others,English,-0.897,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.924,True,False,2026-05-09 17:29:08
Q000913,R002315,S0017,G0017,2024-01-03,We trust them to help us in times of crisis,English,0.559,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.942,True,False,2026-05-09 17:29:08
Q000914,R002316,S0017,G0018,2024-01-03,Communication was poor and we did not know who to contact,English,-0.695,negative,RESPONSE_SPEED,Response speed,0.786,True,False,2026-05-09 17:29:08
Q000915,R002317,S0017,G0017,2024-01-03,They kept us informed throughout the process,English,0.533,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.957,False,False,2026-05-09 17:29:08
Q000916,R002319,S0017,G0020,2024-01-03,The volunteers were trained and professional,English,0.432,positive,COMMUNICATION_QUALITY,Communication quality,0.845,True,False,2026-05-09 17:29:08
Q000917,R002323,S0017,G0018,2024-01-03,They kept us informed throughout the process,English,0.8,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.871,False,False,2026-05-09 17:29:08
Q000918,R002327,S0017,G0018,2024-01-03,Distribution was fair and transparent,English,0.963,positive,AID_DISTRIBUTION,Aid distribution,0.789,False,False,2026-05-09 17:29:08
Q000919,R002330,S0017,G0018,2024-01-03,Some families were excluded without explanation,English,-0.828,negative,RESPONSE_SPEED,Response speed,0.805,True,False,2026-05-09 17:29:08
Q000920,R002331,S0017,G0018,2024-01-03,We felt our community was not prioritised compared to others,English,-0.373,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.974,True,False,2026-05-09 17:29:08
Q000921,R002333,S0017,G0019,2024-01-03,The Red Cross team was very helpful and respectful to our community,English,0.355,positive,AID_DISTRIBUTION,Aid distribution,0.968,False,False,2026-05-09 17:29:08
Q000922,R002334,S0017,G0020,2024-01-03,The team visited but we are not sure what happens next,English,-0.177,neutral,RUMOUR/MISINFORMATION,Rumour/misinformation,0.821,True,False,2026-05-09 17:29:08
Q000923,R002338,S0017,G0020,2024-01-03,The response was okay but could have been faster,English,0.268,neutral,COMMUNICATION_QUALITY,Communication quality,0.972,True,False,2026-05-09 17:29:08
Q000924,R002340,S0017,G0020,2024-01-03,We received some help but not everything we needed,English,-0.11,neutral,RESPONSE_SPEED,Response speed,0.894,False,False,2026-05-09 17:29:08
Q000925,R002343,S0017,G0017,2024-01-03,They kept us informed throughout the process,English,0.976,positive,STAFF_BEHAVIOUR,Staff behaviour,0.807,False,False,2026-05-09 17:29:08
Q000926,R002346,S0017,G0019,2024-01-03,We received food and medicine quickly after the flood,English,0.646,positive,AID_DISTRIBUTION,Aid distribution,0.792,False,False,2026-05-09 17:29:08
Q000927,R002348,S0017,G0018,2024-01-03,We trust them to help us in times of crisis,English,0.775,positive,COMMUNICATION_QUALITY,Communication quality,0.892,False,False,2026-05-09 17:29:08
Q000928,R002354,S0017,G0017,2024-01-03,The team visited but we are not sure what happens next,English,-0.001,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.788,False,False,2026-05-09 17:29:08
Q000929,R002359,S0017,G0018,2024-01-03,We have heard mixed things about the organisation,English,-0.091,neutral,COMMUNICATION_QUALITY,Communication quality,0.892,False,False,2026-05-09 17:29:08
Q000930,R002361,S0017,G0018,2024-01-03,Distribution was fair and transparent,English,0.764,positive,RESOURCE_ALLOCATION,Resource allocation,0.873,False,False,2026-05-09 17:29:08
Q000931,R002363,S0017,G0017,2024-01-03,The response came too late after the emergency,English,-0.32,negative,RESPONSE_SPEED,Response speed,0.978,True,False,2026-05-09 17:29:08
Q000932,R002367,S0017,G0017,2024-01-03,Staff communicated clearly about what aid was available,English,0.886,positive,STAFF_BEHAVIOUR,Staff behaviour,0.76,False,False,2026-05-09 17:29:08
Q000933,R002372,S0017,G0020,2024-01-03,We received food and medicine quickly after the flood,English,0.332,positive,AID_DISTRIBUTION,Aid distribution,0.897,True,False,2026-05-09 17:29:08
Q000934,R002376,S0017,G0018,2024-01-03,We felt our community was not prioritised compared to others,English,-0.983,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.919,True,False,2026-05-09 17:29:08
Q000935,R002377,S0017,G0017,2024-01-03,We heard the aid was being sold rather than distributed,English,-0.302,negative,RESPONSE_SPEED,Response speed,0.827,True,True,2026-05-09 17:29:08
Q000936,R002381,S0018,G0018,2024-04-28,We heard the aid was being sold rather than distributed,English,-0.294,negative,ACCESS_TO_SERVICES,Access to services,0.896,False,True,2026-05-09 17:29:08
Q000937,R002383,S0018,G0017,2024-04-28,Communication was poor and we did not know who to contact,English,-0.228,negative,RESPONSE_SPEED,Response speed,0.75,True,False,2026-05-09 17:29:08
Q000938,R002387,S0018,G0017,2024-04-28,Distribution was fair and transparent,English,0.878,positive,AID_DISTRIBUTION,Aid distribution,0.752,True,False,2026-05-09 17:29:08
Q000939,R002391,S0018,G0018,2024-04-28,We felt our community was not prioritised compared to others,English,-0.573,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.897,False,False,2026-05-09 17:29:08
Q000940,R002392,S0018,G0017,2024-04-28,The response came too late after the emergency,English,-0.725,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.895,False,False,2026-05-09 17:29:08
Q000941,R002398,S0018,G0019,2024-04-28,Communication was poor and we did not know who to contact,English,-0.91,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.808,False,False,2026-05-09 17:29:08
Q000942,R002399,S0018,G0019,2024-04-28,We did not receive any information about the aid distribution,English,-0.788,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.752,True,False,2026-05-09 17:29:08
Q000943,R002401,S0018,G0017,2024-04-28,We did not receive any information about the aid distribution,English,-0.986,negative,ACCESS_TO_SERVICES,Access to services,0.793,False,False,2026-05-09 17:29:08
Q000944,R002404,S0018,G0018,2024-04-28,The team visited but we are not sure what happens next,English,-0.193,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.939,True,False,2026-05-09 17:29:08
Q000945,R002406,S0018,G0020,2024-04-28,Some people got assistance but others did not,English,-0.006,neutral,AID_DISTRIBUTION,Aid distribution,0.884,True,False,2026-05-09 17:29:08
Q000946,R002407,S0018,G0020,2024-04-28,We trust them somewhat but have had issues in the past,English,0.256,neutral,AID_DISTRIBUTION,Aid distribution,0.877,True,False,2026-05-09 17:29:08
Q000947,R002409,S0018,G0017,2024-04-28,The team visited but we are not sure what happens next,English,0.101,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.844,False,False,2026-05-09 17:29:08
Q000948,R002410,S0018,G0019,2024-04-28,We have heard mixed things about the organisation,English,-0.129,neutral,COMMUNICATION_QUALITY,Communication quality,0.778,False,False,2026-05-09 17:29:08
Q000949,R002412,S0018,G0018,2024-04-28,We trust them somewhat but have had issues in the past,English,0.13,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.94,False,False,2026-05-09 17:29:08
Q000950,R002415,S0018,G0018,2024-04-28,The team visited but we are not sure what happens next,English,-0.056,neutral,RESPONSE_SPEED,Response speed,0.802,True,False,2026-05-09 17:29:08
Q000951,R002416,S0018,G0017,2024-04-28,We received food and medicine quickly after the flood,English,0.951,positive,STAFF_BEHAVIOUR,Staff behaviour,0.973,False,False,2026-05-09 17:29:08
Q000952,R002417,S0018,G0018,2024-04-28,The response was okay but could have been faster,English,0.121,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.898,False,False,2026-05-09 17:29:08
Q000953,R002420,S0018,G0019,2024-04-28,The Red Cross team was very helpful and respectful to our community,English,0.67,positive,STAFF_BEHAVIOUR,Staff behaviour,0.837,True,False,2026-05-09 17:29:08
Q000954,R002424,S0018,G0020,2024-04-28,They kept us informed throughout the process,English,0.657,positive,STAFF_BEHAVIOUR,Staff behaviour,0.803,True,False,2026-05-09 17:29:08
Q000955,R002425,S0018,G0018,2024-04-28,The response came too late after the emergency,English,-0.658,negative,RESPONSE_SPEED,Response speed,0.873,True,False,2026-05-09 17:29:08
Q000956,R002427,S0018,G0017,2024-04-28,Staff communicated clearly about what aid was available,English,0.386,positive,COMMUNICATION_QUALITY,Communication quality,0.848,True,False,2026-05-09 17:29:08
Q000957,R002429,S0018,G0017,2024-04-28,We have heard mixed things about the organisation,English,-0.156,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.856,False,False,2026-05-09 17:29:08
Q000958,R002430,S0018,G0018,2024-04-28,The team visited but we are not sure what happens next,English,0.094,neutral,ACCESS_TO_SERVICES,Access to services,0.812,False,False,2026-05-09 17:29:08
Q000959,R002435,S0018,G0019,2024-04-28,The response was okay but could have been faster,English,-0.051,neutral,ACCESS_TO_SERVICES,Access to services,0.924,False,False,2026-05-09 17:29:08
Q000960,R002436,S0018,G0020,2024-04-28,Some people got assistance but others did not,English,0.177,neutral,COMMUNICATION_QUALITY,Communication quality,0.977,True,False,2026-05-09 17:29:08
Q000961,R002442,S0018,G0017,2024-04-28,We felt our community was not prioritised compared to others,English,-0.321,negative,RESPONSE_SPEED,Response speed,0.936,True,False,2026-05-09 17:29:08
Q000962,R002443,S0018,G0020,2024-04-28,We trust them somewhat but have had issues in the past,English,0.197,neutral,ACCESS_TO_SERVICES,Access to services,0.901,True,False,2026-05-09 17:29:08
Q000963,R002444,S0018,G0017,2024-04-28,We felt our community was not prioritised compared to others,English,-0.26,negative,ACCESS_TO_SERVICES,Access to services,0.8,False,False,2026-05-09 17:29:08
Q000964,R002446,S0018,G0017,2024-04-28,We received some help but not everything we needed,English,0.088,neutral,ACCESS_TO_SERVICES,Access to services,0.769,True,False,2026-05-09 17:29:08
Q000965,R002447,S0018,G0018,2024-04-28,We trust them to help us in times of crisis,English,0.33,positive,STAFF_BEHAVIOUR,Staff behaviour,0.916,False,False,2026-05-09 17:29:08
Q000966,R002448,S0018,G0017,2024-04-28,They listened to our needs and responded accordingly,English,0.8,positive,AID_DISTRIBUTION,Aid distribution,0.846,False,False,2026-05-09 17:29:08
Q000967,R002452,S0018,G0017,2024-04-28,We have heard mixed things about the organisation,English,-0.155,neutral,RESOURCE_ALLOCATION,Resource allocation,0.858,True,False,2026-05-09 17:29:08
Q000968,R002454,S0018,G0018,2024-04-28,The Red Cross team was very helpful and respectful to our community,English,0.762,positive,RESOURCE_ALLOCATION,Resource allocation,0.969,False,False,2026-05-09 17:29:08
Q000969,R002458,S0018,G0019,2024-04-28,They kept us informed throughout the process,English,0.971,positive,COMMUNICATION_QUALITY,Communication quality,0.902,True,False,2026-05-09 17:29:08
Q000970,R002463,S0018,G0019,2024-04-28,The Red Cross team was very helpful and respectful to our community,English,0.703,positive,RESOURCE_ALLOCATION,Resource allocation,0.941,False,False,2026-05-09 17:29:08
Q000971,R002464,S0018,G0020,2024-04-28,Communication was poor and we did not know who to contact,English,-0.249,negative,ACCESS_TO_SERVICES,Access to services,0.859,False,False,2026-05-09 17:29:08
Q000972,R002466,S0018,G0020,2024-04-28,We trust them to help us in times of crisis,English,0.864,positive,RESOURCE_ALLOCATION,Resource allocation,0.986,True,False,2026-05-09 17:29:08
Q000973,R002467,S0018,G0020,2024-04-28,We received food and medicine quickly after the flood,English,0.655,positive,AID_DISTRIBUTION,Aid distribution,0.882,False,False,2026-05-09 17:29:08
Q000974,R002469,S0018,G0020,2024-04-28,The Red Cross team was very helpful and respectful to our community,English,0.736,positive,STAFF_BEHAVIOUR,Staff behaviour,0.976,False,False,2026-05-09 17:29:08
Q000975,R002470,S0018,G0018,2024-04-28,The volunteers were trained and professional,English,0.851,positive,STAFF_BEHAVIOUR,Staff behaviour,0.972,True,False,2026-05-09 17:29:08
Q000976,R002472,S0018,G0018,2024-04-28,We have heard mixed things about the organisation,English,0.145,neutral,RESOURCE_ALLOCATION,Resource allocation,0.774,True,False,2026-05-09 17:29:08
Q000977,R002477,S0018,G0020,2024-04-28,Communication was poor and we did not know who to contact,English,-0.365,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.82,False,False,2026-05-09 17:29:08
Q000978,R002480,S0018,G0017,2024-04-28,The process was not transparent and we could not ask questions,English,-0.444,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.763,True,False,2026-05-09 17:29:08
Q000979,R002481,S0018,G0017,2024-04-28,We trust them somewhat but have had issues in the past,English,-0.132,neutral,ACCESS_TO_SERVICES,Access to services,0.836,False,False,2026-05-09 17:29:08
Q000980,R002483,S0018,G0017,2024-04-28,The response was okay but could have been faster,English,0.283,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.942,True,False,2026-05-09 17:29:08
Q000981,R002484,S0018,G0020,2024-04-28,They listened to our needs and responded accordingly,English,0.678,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.886,False,False,2026-05-09 17:29:08
Q000982,R002485,S0018,G0017,2024-04-28,Some people got assistance but others did not,English,-0.042,neutral,RESOURCE_ALLOCATION,Resource allocation,0.928,True,False,2026-05-09 17:29:08
Q000983,R002487,S0018,G0017,2024-04-28,The response came too late after the emergency,English,-0.34,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.82,True,False,2026-05-09 17:29:08
Q000984,R002488,S0018,G0018,2024-04-28,They listened to our needs and responded accordingly,English,0.938,positive,COMMUNICATION_QUALITY,Communication quality,0.931,True,False,2026-05-09 17:29:08
Q000985,R002492,S0018,G0017,2024-04-28,The team visited but we are not sure what happens next,English,-0.065,neutral,RESPONSE_SPEED,Response speed,0.949,False,False,2026-05-09 17:29:08
Q000986,R002493,S0018,G0019,2024-04-28,Some families were excluded without explanation,English,-0.744,negative,ACCESS_TO_SERVICES,Access to services,0.89,True,False,2026-05-09 17:29:08
Q000987,R002498,S0018,G0018,2024-04-28,The volunteers were trained and professional,English,0.734,positive,RESOURCE_ALLOCATION,Resource allocation,0.781,False,False,2026-05-09 17:29:08
Q000988,R002501,S0019,G0020,2024-07-05,We have heard mixed things about the organisation,English,-0.041,neutral,CULTURAL_SENSITIVITY,Cultural sensitivity,0.795,True,False,2026-05-09 17:29:08
Q000989,R002505,S0019,G0020,2024-07-05,The Red Cross team was very helpful and respectful to our community,English,0.302,positive,RESOURCE_ALLOCATION,Resource allocation,0.887,True,False,2026-05-09 17:29:08
Q000990,R002506,S0019,G0017,2024-07-05,We received some help but not everything we needed,English,-0.008,neutral,COMMUNICATION_QUALITY,Communication quality,0.947,True,False,2026-05-09 17:29:08
Q000991,R002507,S0019,G0020,2024-07-05,Distribution was fair and transparent,English,0.51,positive,STAFF_BEHAVIOUR,Staff behaviour,0.976,False,False,2026-05-09 17:29:08
Q000992,R002508,S0019,G0020,2024-07-05,The response was okay but could have been faster,English,0.058,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.81,True,False,2026-05-09 17:29:08
Q000993,R002510,S0019,G0017,2024-07-05,The volunteers were trained and professional,English,0.405,positive,STAFF_BEHAVIOUR,Staff behaviour,0.795,False,False,2026-05-09 17:29:08
Q000994,R002512,S0019,G0019,2024-07-05,The response was okay but could have been faster,English,0.099,neutral,RESOURCE_ALLOCATION,Resource allocation,0.89,False,False,2026-05-09 17:29:08
Q000995,R002513,S0019,G0020,2024-07-05,Communication was poor and we did not know who to contact,English,-0.295,negative,RESPONSE_SPEED,Response speed,0.944,True,False,2026-05-09 17:29:08
Q000996,R002515,S0019,G0019,2024-07-05,We received food and medicine quickly after the flood,English,0.648,positive,COMMUNICATION_QUALITY,Communication quality,0.967,False,False,2026-05-09 17:29:08
Q000997,R002516,S0019,G0018,2024-07-05,The team visited but we are not sure what happens next,English,-0.028,neutral,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.754,False,False,2026-05-09 17:29:08
Q000998,R002521,S0019,G0018,2024-07-05,They listened to our needs and responded accordingly,English,0.666,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.771,True,False,2026-05-09 17:29:08
Q000999,R002522,S0019,G0018,2024-07-05,The volunteers were trained and professional,English,0.963,positive,COMMUNICATION_QUALITY,Communication quality,0.753,False,False,2026-05-09 17:29:08
Q001000,R002523,S0019,G0020,2024-07-05,The volunteers were trained and professional,English,0.759,positive,AID_DISTRIBUTION,Aid distribution,0.985,False,False,2026-05-09 17:29:08
Q001001,R002526,S0019,G0018,2024-07-05,We felt our community was not prioritised compared to others,English,-0.934,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.878,True,False,2026-05-09 17:29:08
Q001002,R002528,S0019,G0018,2024-07-05,We felt our community was not prioritised compared to others,English,-0.252,negative,RUMOUR/MISINFORMATION,Rumour/misinformation,0.979,True,False,2026-05-09 17:29:08
Q001003,R002531,S0019,G0017,2024-07-05,We received food and medicine quickly after the flood,English,0.864,positive,COMMUNICATION_QUALITY,Communication quality,0.87,False,False,2026-05-09 17:29:08
Q001004,R002534,S0019,G0020,2024-07-05,Communication was poor and we did not know who to contact,English,-0.516,negative,TRANSPARENCY_OF_OPERATIONS,Transparency of operations,0.789,False,False,2026-05-09 17:29:08
Q001005,R002541,S0019,G0017,2024-07-05,Distribution was fair and transparent,English,0.518,positive,COMMUNICATION_QUALITY,Communication quality,0.77,True,False,2026-05-09 17:29:08
Q001006,R002542,S0019,G0018,2024-07-05,The response was okay but could have been faster,English,0.012,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.869,True,False,2026-05-09 17:29:08
Q001007,R002543,S0019,G0020,2024-07-05,Some families were excluded without explanation,English,-0.524,negative,ACCESS_TO_SERVICES,Access to services,0.949,True,False,2026-05-09 17:29:08
Q001008,R002544,S0019,G0017,2024-07-05,We have heard mixed things about the organisation,English,0.207,neutral,COMMUNITY_INVOLVEMENT,Community involvement,0.776,False,False,2026-05-09 17:29:08
Q001009,R002548,S0019,G0019,2024-07-05,We heard the aid was being sold rather than distributed,English,-0.73,negative,CULTURAL_SENSITIVITY,Cultural sensitivity,0.919,True,True,2026-05-09 17:29:08
Q001010,R002555,S0019,G0017,2024-07-05,The response was okay but could have been faster,English,-0.017,neutral,RESPONSE_SPEED,Response speed,0.862,True,False,2026-05-09 17:29:08
Q001011,R002556,S0019,G0017,2024-07-05,The team visited but we are not sure what happens next,English,0.238,neutral,COMMUNICATION_QUALITY,Communication quality,0.789,True,False,2026-05-09 17:29:08
Q001012,R002557,S0019,G0020,2024-07-05,We felt our community was not prioritised compared to others,English,-0.467,negative,RESPONSE_SPEED,Response speed,0.843,False,False,2026-05-09 17:29:08
Q001013,R002560,S0019,G0020,2024-07-05,The team visited but we are not sure what happens next,English,-0.101,neutral,STAFF_BEHAVIOUR,Staff behaviour,0.985,False,False,2026-05-09 17:29:08
Q001014,R002562,S0019,G0018,2024-07-05,The volunteers were trained and professional,English,0.939,positive,COMMUNITY_INVOLVEMENT,Community involvement,0.894,True,False,2026-05-09 17:29:08
Q001015,R002563,S0019,G0017,2024-07-05,We have heard mixed things about the organisation,English,0.038,neutral,RESPONSE_SPEED,Response speed,0.933,False,False,2026-05-09 17:29:08
Q001016,R002565,S0019,G0019,2024-07-05,We received food and medicine quickly after the flood,English,0.916,positive,COMMUNICATION_QUALITY,Communication quality,0.969,False,False,2026-05-09 17:29:08
Q001017,R002566,S0019,G0019,2024-07-05,Distribution was fair and transparent,English,0.525,positive,STAFF_BEHAVIOUR,Staff behaviour,0.783,True,False,2026-05-09 17:29:08
Q001018,R002567,S0019,G0020,2024-07-05,They kept us informed throughout the process,English,0.655,positive,COMMUNICATION_QUALITY,Communication quality,0.837,True,False,2026-05-09 17:29:08
Q001019,R002568,S0019,G0020,2024-07-05,Staff communicated clearly about what aid was available,English,0.507,positive,COMMUNICATION_QUALITY,Communication quality,0.854,False,False,2026-05-09 17:29:08
Q001020,R002569,S0019,G0019,2024-07-05,We received food and medicine quickly after the flood,English,0.319,positive,AID_DISTRIBUTION,Aid distribution,0.765,False,False,2026-05-09 17:29:08
Q001021,R002571,S0019,G0018,2024-07-05,They listened to our needs and responded accordingly,English,0.671,positive,AID_DISTRIBUTION,Aid distribution,0.963,False,False,2026-05-09 17:29:08
Q001022,R002573,S0019,G0020,2024-07-05,We trust them somewhat but have had issues in the past,English,0.064,neutral,COMMUNICATION_QUALITY,Communication quality,0.964,True,False,2026-05-09 17:29:08
Q001023,R002574,S0019,G0019,2024-07-05,We trust them to help us in times of crisis,English,0.778,positive,AID_DISTRIBUTION,Aid distribution,0.865,True,False,2026-05-09 17:29:08
Q001024,R002582,S0019,G0019,2024-07-05,There were rumours that staff were taking goods for themselves,English,-0.671,negative,RESPONSE_SPEED,Response speed,0.927,False,True,2026-05-09 17:29:08
